budget_tier,architecture,owner_tag,force_mse_norm,nn_rank,krr_auc_log_nmse_n32_512,krr_rank,concordant_with_nn,auc_statistic_definition
PRECROSS,GemNet-OC,gemnet_oc_PRECROSS_w80_s450000_dense23,0.0017378933923385,1,-4.645519287253056,1,True,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
PRECROSS,eSEN,esen_PRECROSS_w8_s350000_dense23,0.0018798745178881,2,-3.917372007481238,2,True,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
CROSS,MPNN,mpnn_CROSS_w1448_s400000_dense23,0.0107365928842486,4,-0.7821539494051494,4,True,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
CROSS,MC-EGNN,egnn_PRECROSS_w160_s300000_dense23,0.0045521875302867,3,-2.052384714640797,3,True,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
CROSS,GemNet-OC,gemnet_oc_PRECROSS_w80_s450000_dense23,0.0017378933923385,2,-4.645519287253056,1,False,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
CROSS,eSEN,esen_CROSS_w20_s150000_dense23,0.0016600938222114,1,-3.426271612856884,2,False,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
FITX,MPNN,mpnn_FITX_w1583_s450000_dense23,0.0097973475347791,4,-0.8617651459114732,4,True,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
FITX,MC-EGNN,egnn_FITX_w160_s400000_dense23,0.0038754822057255,3,-1.9977159577943968,3,True,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
FITX,GemNet-OC,gemnet_oc_FITX_w96_s450000_dense23,0.0015887785634637,2,-4.529616030242575,1,False,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
FITX,eSEN,esen_FITX_w20_s200000_dense23,0.001402125713543,1,-3.554248667287287,2,False,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
POSTCROSS,MPNN,mpnn_POSTCROSS_w1857_s400000_dense23,0.0094515709373153,4,-0.8428437326801568,4,True,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
POSTCROSS,MC-EGNN,egnn_FITX_w160_s400000_dense23,0.0038754822057255,3,-1.9977159577943968,3,True,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
POSTCROSS,GemNet-OC,gemnet_oc_POSTCROSS_w112_s400000_dense23,0.0014332995966137,2,-4.590621996841836,1,False,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
POSTCROSS,eSEN,esen_POSTCROSS_w40_s125000_dense23,0.0012586217585427,1,-2.837072440724341,2,False,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
HIGH,MC-EGNN,egnn_HIGH_w320_s250000,0.0034946079534482,3,-1.7898971985862417,3,True,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
HIGH,eSEN,esen_HIGH_w40_s275000,0.0008361147460075,1,-3.175968439585378,2,False,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
HIGH,GemNet-OC,gemnet_oc_HIGH_w144_s500000,0.0012216940107775,2,-4.176712099855525,1,False,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
HIGH,MPNN,mpnn_HIGH_w2557_s450000,0.0080524201064766,4,-0.7986623812168174,4,True,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
TOP,MPNN,mpnn_TOP_w2557_s500000_dense23,0.0077457507378873,4,-0.8054902776463527,4,True,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
TOP,MC-EGNN,egnn_TOP_w320_s500000_dense23,0.002714732227235,3,-1.8261674947968638,3,True,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
TOP,GemNet-OC,gemnet_oc_TOP_w256_s400000_dense23,0.0010210147545868,2,-3.8555200897202506,1,False,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
TOP,eSEN,esen_TOP_w64_s350000_dense23,0.0006214341292885,1,-2.752572927490269,2,False,"trapezoid(log(ridgeless_nmse_median), log(n)) / (log(n_max)-log(n_min)), n in {32,64,128,256,512}; lower=better; reused from analyze_four_arch_matched_compute_frontier_kernel.py::auc_summary (same statistic as ranking_comparison.csv, extended here to all 8 budgets)"
