claim,study,architecture,role_tier,lmax,width_label,width,global_step,seed,N_trainable_params,D_atom_tokens,C_flops,checkpoint_path,checkpoint_sha256,status,source_file
2,"stage3b1_true_lmax_frontiers_2026_08_16 (matched-compute lmax owners, backs C4)",eSEN,matched_compute_UPPERMID,2,sphere_channels,32,525000,1,955506,909680830,1.8880459404874333e+17,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-32-neutral-epoch-lmax2/esen/run_10337245_params_955.5_thousand/dim_32_step_step=525000.ckpt,,EXISTING,"dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/stage3b1_true_lmax_frontiers_2026_08_16/frontier_owner_manifest.json ; stage3b1_frontier_lmax{2,4}.json ; cross-checked against final_validation_sprint_2026_08_20/INVENTORY.md#4 (see AUDIT_STAGE1.md for a HIGH/lmax4 internal-inconsistency note in frontier_owner_manifest.json itself)"
2,"stage3b1_true_lmax_frontiers_2026_08_16 (matched-compute lmax owners, backs C4)",eSEN,matched_compute_HIGH,4,sphere_channels,24,300000,1,2566082,519711759,3.346812983455683e+17,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=300000.ckpt,,EXISTING,"CANONICAL final-paper HIGH lmax4 owner (w24/s300000), confirmed by user 2026-08-22 as the executed/audited owner. Source: final_validation_sprint_2026_08_20/INVENTORY.md#4, confirmed by stage3_lmax2_lmax4_compensation_2026_08_20/summary.json and stage3_high_order_gap_erasure_2026_08_20/summary.json (both report C4_flops=3.347e17). The raw stage3b1_true_lmax_frontiers_2026_08_16/frontier_owner_manifest.json literal field (w40/step200000, C_flops=3.700e17) is STALE/superseded -- retained only as a provenance note, never used as the canonical value (see AUDIT_STAGE1.md sec 3a)."
2,"stage3b1_true_lmax_frontiers_2026_08_16 (matched-compute lmax owners, backs C4)",eSEN,matched_compute_HIGH,2,sphere_channels,64,525000,1,1877938,909680830,3.724042082098752e+17,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-64-neutral-epoch-lmax2/esen/run_10338627_params_1.9_million/dim_32_step_step=525000.ckpt,,EXISTING,"dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/stage3b1_true_lmax_frontiers_2026_08_16/frontier_owner_manifest.json ; stage3b1_frontier_lmax{2,4}.json ; cross-checked against final_validation_sprint_2026_08_20/INVENTORY.md#4 (see AUDIT_STAGE1.md for a HIGH/lmax4 internal-inconsistency note in frontier_owner_manifest.json itself)"
2,final_validation_sprint_2026_08_20/control_B_same_width (backs C4/C5),eSEN,SW_w10_s50000,4,sphere_channels,10,50000,1,1089390,86650769,2.369e+16,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-10-neutral-epoch/esen/run_9741255_params_1.1_million/dim_32_step_step=50000.ckpt,c839ef8fcf38f2bdfec7d9cdef8d92594bef88b51f890cad0a1eba83baa6d2d3,EXISTING,dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/final_validation_sprint_2026_08_20/INVENTORY.md#5
2,final_validation_sprint_2026_08_20/control_B_same_width (backs C4/C5),eSEN,SW_w10_s50000,2,sphere_channels,10,50000,1,321334,86663206,6049000000000000.0,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-10-neutral-epoch-lmax2/esen/run_10337253_params_321.3_thousand/dim_32_step_step=50000.ckpt,,EXISTING,dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/final_validation_sprint_2026_08_20/INVENTORY.md#5
2,final_validation_sprint_2026_08_20/control_B_same_width (backs C4/C5),eSEN,SW_w16_s150000,4,sphere_channels,16,150000,1,1722258,259964327,1.124e+17,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch/esen/run_9721383_params_1.7_million/dim_32_step_step=150000.ckpt,1d7e8d23a3c29310c08925648eaf217d69cb62122011febf2805ccd23599abbf,EXISTING,dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/final_validation_sprint_2026_08_20/INVENTORY.md#5
2,final_validation_sprint_2026_08_20/control_B_same_width (backs C4/C5),eSEN,SW_w16_s150000,2,sphere_channels,16,150000,1,494290,259995645,2.792e+16,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch-lmax2/esen/run_10337251_params_494.3_thousand/dim_32_step_step=150000.ckpt,,EXISTING,dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/final_validation_sprint_2026_08_20/INVENTORY.md#5
2,final_validation_sprint_2026_08_20/control_B_same_width (backs C4/C5),eSEN,SW_w20_s200000,4,sphere_channels,20,200000,1,2144170,346575759,1.865e+17,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch/esen/run_9741258_params_2.1_million/dim_32_step_step=200000.ckpt,,EXISTING,dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/final_validation_sprint_2026_08_20/INVENTORY.md#5
2,final_validation_sprint_2026_08_20/control_B_same_width (backs C4/C5),eSEN,SW_w20_s200000,2,sphere_channels,20,200000,1,609594,346647268,4.59e+16,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-20-neutral-epoch-lmax2/esen/run_10337246_params_609.6_thousand/dim_32_step_step=200000.ckpt,,EXISTING,dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/final_validation_sprint_2026_08_20/INVENTORY.md#5
2,final_validation_sprint_2026_08_20/control_B_same_width (backs C4/C5),eSEN,SW_w24_s300000,4,sphere_channels,24,300000,1,2566082,519711759,3.347e+17,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch/esen/run_9721434_params_2.6_million/dim_32_step_step=300000.ckpt,,EXISTING,dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/final_validation_sprint_2026_08_20/INVENTORY.md#5
2,final_validation_sprint_2026_08_20/control_B_same_width (backs C4/C5),eSEN,SW_w24_s300000,2,sphere_channels,24,300000,1,724898,519928706,8.187e+16,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch-lmax2/esen/run_10337244_params_724.9_thousand/dim_32_step_step=300000.ckpt,,EXISTING,dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/final_validation_sprint_2026_08_20/INVENTORY.md#5
2,stage3_block9_dose_response_2026_08_19 (backs C2/C3),eSEN,dose_response_LOW,4,sphere_channels,10,50000,1,1089390,86650769,2.399e+16,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-10-neutral-epoch/esen/run_9741255_params_1.1_million/dim_32_step_step=50000.ckpt,c839ef8fcf38f2bdfec7d9cdef8d92594bef88b51f890cad0a1eba83baa6d2d3,EXISTING,"dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/stage3_block9_dose_response_2026_08_19/dose_response_M1024.jsonl ; cross-checked paper_results/claim1/owner_manifest.csv (LOW/MID/HIGH identical checkpoints, reused across studies) ; final_validation_sprint_2026_08_20/INVENTORY.md#8a"
2,stage3_block9_dose_response_2026_08_19 (backs C2/C3),eSEN,dose_response_MID,4,sphere_channels,16,150000,1,1722258,259964327,1.127e+17,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-16-neutral-epoch/esen/run_9721383_params_1.7_million/dim_32_step_step=150000.ckpt,1d7e8d23a3c29310c08925648eaf217d69cb62122011febf2805ccd23599abbf,EXISTING,"dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/stage3_block9_dose_response_2026_08_19/dose_response_M1024.jsonl ; cross-checked paper_results/claim1/owner_manifest.csv (LOW/MID/HIGH identical checkpoints, reused across studies) ; final_validation_sprint_2026_08_20/INVENTORY.md#8a"
2,stage3_block9_dose_response_2026_08_19 (backs C2/C3),eSEN,dose_response_HIGH,4,sphere_channels,40,275000,1,4253730,476605759,4.5300417747619904e+17,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-40-neutral-epoch/esen/run_9928671_params_4.3_million/dim_32_step_step=275000.ckpt,03c9c8ec73d9a160fbd3c45cb1e6174f4e0cc056ed94dd2df0913dbe1a2184a6,EXISTING,"dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/stage3_block9_dose_response_2026_08_19/dose_response_M1024.jsonl ; cross-checked paper_results/claim1/owner_manifest.csv (LOW/MID/HIGH identical checkpoints, reused across studies) ; final_validation_sprint_2026_08_20/INVENTORY.md#8a"
2,seed_replication_PENDING (CANONICAL per 2026-08-22 provenance correction; see AUDIT_STAGE1.md sec 3b),eSEN,LOW_seed2,4,sphere_channels,10,50000,2,1089390,86650769,2.10579670352222e16,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-10-neutral-epoch-seed2/esen/run_10429387_params_1.1_million/dim_32_step_step=50000.ckpt,007462e2cc7d76c036b2033142351520821eac84899984aadc9098dee5bda057,ANALYSIS_COMPLETE,"dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/seed_replication_2026_08_20/PRE_REGISTRATION.md (CANONICAL final-paper endpoint, confirmed by user 2026-08-22). Historical/superseded candidate from final_validation_sprint_2026_08_20/control_C_seeds/SEED_REPLICATION_REQUIRED.md agrees on LOW (w10/s50000) -- no conflict for this row. TRAINING COMPLETE 2026-08-22: job_id=10429387, sacct state=COMPLETED (end 2026-08-22T01:51:06); checkpoint_path/sha256 filled in from the actual on-disk file. N_trainable_params/D_atom_tokens/C_flops/status=result left blank -- no intervention/dose-response analysis on this checkpoint has been run yet (see seed_replication_PENDING.json). | ANALYSIS COMPLETE 2026-08-22: G(seed) computed via analysis_scripts/run_seed_replication_ell4_sensitivity.py + analyze_seed_replication.py; N/D/C filled from the checkpoint's own verified state-dict parameter count and architecture (identical to the seed=1 architecture-matched owner at this width; verified by load_checkpoint_strict_seedrepl's strict state-dict count assertion). See dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/seed_replication_2026_08_20/REPORT.md and paper_repro/data/claim2/seed_replication_result_summary.json for the full result."
2,seed_replication_PENDING (CANONICAL per 2026-08-22 provenance correction; see AUDIT_STAGE1.md sec 3b),eSEN,HIGH_seed2,4,sphere_channels,24,300000,2,2566082,519711759,3.346812983455683e17,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch-seed2/esen/run_10429389_params_2.6_million/dim_32_step_step=300000.ckpt,b55a9cbee0e0365062841732259baba0869f2cd40292ba8e353f25a32f389eb8,ANALYSIS_COMPLETE,"dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/seed_replication_2026_08_20/PRE_REGISTRATION.md (CANONICAL final-paper endpoint w24/s300000, confirmed by user 2026-08-22, matches the Stage-3B.1 matched-compute HIGH lmax4 owner). Historical/superseded candidate: final_validation_sprint_2026_08_20/control_C_seeds/SEED_REPLICATION_REQUIRED.md's w40/s275000 -- retained as provenance only, NOT used as the pending endpoint. TRAINING COMPLETE 2026-08-22: job_id=10429389, sacct state=COMPLETED (end 2026-08-22T13:32:26); checkpoint_path/sha256 filled in from the actual on-disk file. N_trainable_params/D_atom_tokens/C_flops/status=result left blank -- no intervention/dose-response analysis on this checkpoint has been run yet (see seed_replication_PENDING.json). | ANALYSIS COMPLETE 2026-08-22: G(seed) computed via analysis_scripts/run_seed_replication_ell4_sensitivity.py + analyze_seed_replication.py; N/D/C filled from the checkpoint's own verified state-dict parameter count and architecture (identical to the seed=1 architecture-matched owner at this width; verified by load_checkpoint_strict_seedrepl's strict state-dict count assertion). See dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/seed_replication_2026_08_20/REPORT.md and paper_repro/data/claim2/seed_replication_result_summary.json for the full result."
2,seed_replication_PENDING (CANONICAL per 2026-08-22 provenance correction; see AUDIT_STAGE1.md sec 3b),eSEN,LOW_seed3,4,sphere_channels,10,50000,3,1089390,86650769,2.10579670352222e16,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-10-neutral-epoch-seed3/esen/run_10429388_params_1.1_million/dim_32_step_step=50000.ckpt,7bd0c0cde0168aec2e8197aeddb8372a63ebac75d3f46b82806ee4c7e24a191a,ANALYSIS_COMPLETE,"dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/seed_replication_2026_08_20/PRE_REGISTRATION.md (CANONICAL final-paper endpoint, confirmed by user 2026-08-22). Historical/superseded candidate from final_validation_sprint_2026_08_20/control_C_seeds/SEED_REPLICATION_REQUIRED.md agrees on LOW (w10/s50000) -- no conflict for this row. TRAINING COMPLETE 2026-08-22: job_id=10429388, sacct state=COMPLETED (end 2026-08-22T01:29:27); checkpoint_path/sha256 filled in from the actual on-disk file. N_trainable_params/D_atom_tokens/C_flops/status=result left blank -- no intervention/dose-response analysis on this checkpoint has been run yet (see seed_replication_PENDING.json). | ANALYSIS COMPLETE 2026-08-22: G(seed) computed via analysis_scripts/run_seed_replication_ell4_sensitivity.py + analyze_seed_replication.py; N/D/C filled from the checkpoint's own verified state-dict parameter count and architecture (identical to the seed=1 architecture-matched owner at this width; verified by load_checkpoint_strict_seedrepl's strict state-dict count assertion). See dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/seed_replication_2026_08_20/REPORT.md and paper_repro/data/claim2/seed_replication_result_summary.json for the full result."
2,seed_replication_PENDING (CANONICAL per 2026-08-22 provenance correction; see AUDIT_STAGE1.md sec 3b),eSEN,HIGH_seed3,4,sphere_channels,24,300000,3,2566082,519711759,3.346812983455683e17,/network/scratch/m/michnikr/geometric_scaling_checkpoints_esen/esen-sphere-24-neutral-epoch-seed3/esen/run_10429390_params_2.6_million/dim_32_step_step=300000.ckpt,7aa927eff9987ddcba3b3ed3c0083e980bbea5f1b2d8905d2e1d39524ad10cbb,ANALYSIS_COMPLETE,"dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/seed_replication_2026_08_20/PRE_REGISTRATION.md (CANONICAL final-paper endpoint w24/s300000, confirmed by user 2026-08-22, matches the Stage-3B.1 matched-compute HIGH lmax4 owner). Historical/superseded candidate: final_validation_sprint_2026_08_20/control_C_seeds/SEED_REPLICATION_REQUIRED.md's w40/s275000 -- retained as provenance only, NOT used as the pending endpoint. TRAINING COMPLETE 2026-08-22: job_id=10429390, sacct state=COMPLETED (end 2026-08-22T14:31:02); checkpoint_path/sha256 filled in from the actual on-disk file. N_trainable_params/D_atom_tokens/C_flops/status=result left blank -- no intervention/dose-response analysis on this checkpoint has been run yet (see seed_replication_PENDING.json). | ANALYSIS COMPLETE 2026-08-22: G(seed) computed via analysis_scripts/run_seed_replication_ell4_sensitivity.py + analyze_seed_replication.py; N/D/C filled from the checkpoint's own verified state-dict parameter count and architecture (identical to the seed=1 architecture-matched owner at this width; verified by load_checkpoint_strict_seedrepl's strict state-dict count assertion). See dev-equivariant-scaling-laws-kernel-pilot-clean/analysis_outputs/seed_replication_2026_08_20/REPORT.md and paper_repro/data/claim2/seed_replication_result_summary.json for the full result."
